expediente,categoria,numero,fragmento
SCM-JIN-27/2024,rp,4,"nte, emitir un fallo de fondo. En este sentido, esta Sala Regional estima que, del análisis integral del escrito de demanda presentado por el PAN es posible inferir que se pretende impugnar la elección de diputaciones federales tanto por el principio de mayoría relativa, como de representación proporcional. Lo anterior tiene sustento en una interpretación teleológica y funcional de la pretensión del PAN a la luz del sistema electoral y del sistema de nulidades en materia electoral. En efecto, si la pretensión del PAN es la nulidad de la votación recibida en determinadas casillas s"
SCM-JIN-27/2024,rp,5,"dad de la votación recibida en determinadas casillas sin acotarla a una elección particular, entonces se debe entender que pretende impugnar ambas elecciones porque, de esta manera, habrá una armonía y coherencia entre los resultados de la votación de mayoría relativa con los de representación proporcional. Así, y dado que el PAN no precisó qué elección está impugnando, una interpretación que busca darle mayor funcionalidad al sistema de nulidades en materia electoral lleva a concluir que se debe entender que impugna ambos principios. TERCERA. Acumulación Del análisis de las deman"
SCM-JIN-30/2024,constancia_mayoria,1,"SESENTA Y SEIS 908 NOVECIENTOS OCHO 1 , 027 MIL VEINTISIETE CANDIDATURAS NO REGISTRADAS 258 DOSCIENTOS CINCUENTA Y OCHO CI1 0 CERO VOTOS NULOS 3 , 653 TRES MIL SEISCIENTOS CINCUENTA Y TRES TOTAL 240 , 544 DOSCIENTOS CUARENTA MIL QUINIENTOS CUARENTA Y CUATRO I II . Entrega de la constancia de mayoría y declaración de validez de la elección. Al finalizar el cómputo, el Consejo Distrital declaró la validez de la elección, así como la elegibilidad de las candidaturas que obtuvieron la mayoría de los votos, y expidió la constancia de mayoría y validez a la fórmula postulada por"
SCM-JIN-30/2024,constancia_mayoria,2,"UARENTA Y CUATRO I II . Entrega de la constancia de mayoría y declaración de validez de la elección. Al finalizar el cómputo, el Consejo Distrital declaró la validez de la elección, así como la elegibilidad de las candidaturas que obtuvieron la mayoría de los votos, y expidió la constancia de mayoría y validez a la fórmula postulada por la coalición integrada por los partidos Acción Nacional, Revolucionario Institucional y de la Revolución Democrática . I V. Juicio de inconformidad. 1. Demanda. Inconforme con lo anterior , el d iez de junio , la parte actora promovi ó ante e"
SCM-JIN-30/2024,constancia_mayoria,3,"onocer y resolver el presente medio de impugnación , toda vez que se trata de un juicio de inconformidad promovido por un partido político con el objeto de controvertir los resultados del acta de cómputo distrital, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría y validez de la elección de diputaciones federales en el distrito federal electoral 1 0 del INE en la Ciudad de México. Tipo de elección y entidad federativa en la que ejerce jurisdicción esta Sala Regional. Lo anterior tiene fundamento en: Constitución. Artículos 41, párrafo te"
SCM-JIN-30/2024,nulidad,1,"romovente acude ante este Tribunal electoral a fin de impugnar los resultados de la elección de candidat uras a diputa ciones federal es por el principio de mayoría relativa, en el Distrito Electoral Federal 10 de l a Ciudad de México . Aduce como agravio la actualización de una causal de nulidad ocurrida en la jornada electoral, específicamente por la contenida en el artículo 75, párrafo 1, inciso e), de la Ley de Medios, consistente en recibir la votación personas u órganos distintos a los facultados por la Ley Electoral. En el caso, en la instrucción del Juicio de Inc"
SCM-JIN-30/2024,nulidad,2,"de diputaciones federales , correspondiente al señalado Distrito Electoral Federal . Individualización de mesas directivas de casilla. Se satisface este requisito de procedibilidad, porque el PAN señala de forma individual las casillas cuya votación se controvierte, aduciendo la causal de nulidad existente en cada caso, de ahí que se cumpla la exigencia legal en cita. Error aritmético. Por cuanto hace al citado requisito, tal circunstancia no es aplicable en el particular, porque la parte actora no impugna los resultados consignados en el acta de cómputo distrital por er"
SCM-JIN-30/2024,nulidad,3,"ción los hechos expuestos por el PAN en su demanda, esta Sala Regional realizará el estudio de las casillas que impugna en atención a la misma . S EXTA . Estudio de fondo . De la demanda se advierte que se pretende la nulidad de la votación recibida en diversas casillas , por la causal de nulidad contenida en el artículo 75, párrafo 1, inciso e), de la Ley de Medios, consistente en recibir la votación personas u órganos distintos a los facultados por la Ley Electoral. Al respecto, se advierte que la parte actora precisa el nombre y cargo de las personas funcionarias que,"
SCM-JIN-30/2024,rp,1,"diente en que se actúa, el PAN señala únicamente que impugna el cómputo relativo a la elección de diputaciones correspondiente al proceso electoral federal 2023-2024 (dos mil veintitrés – dos mil veinticuatro) . Es decir, no señala si impugna la elección de mayoría relativa o de representación proporcional. En ese sentido, para tener certeza respecto de qué elección impugnó, el magistrado instructor requirió al partido actor para que identificara la elección o elecciones que pretende impugnar. Además, se señaló que, en caso de no cumplir con el requerimiento, esta Sala determinarí"
SCM-JIN-30/2024,rp,2,"mente, emitir un fallo de fondo. Sobre esa base, esta Sala Regional estima que del análisis integral del escrito de demanda presentado por el PAN es posible inferir que se pretende impugnar la elección de diputaciones federales tanto por el principio de mayoría relativa, como de representación proporcional. Ello tiene sustento en una interpretación teleológica y funcional de la pretensión del partido político a la luz del sistema electoral y del sistema de nulidades en materia electoral. En efecto, si la pretensión del partido actor es la nulidad de la votación recibida en determi"
SCM-JIN-30/2024,rp,3,"dad de la votación recibida en determinadas casillas sin acotarla a una elección particular, entonces se debe entender que pretende impugnar ambas elecciones porque, de esta manera, habrá una armonía y coherencia entre los resultados de la votación de mayoría relativa con los de representación proporcional. Así, dado que el PAN no precisó qué elección está impugnando, una interpretación que busca darle mayor funcionalidad al sistema de nulidades en materia electoral lleva a concluir que se debe entender que impugna ambos principios. TERCERA. I neficacia del desistimiento . Previo"
SCM-JIN-30/2024,inelegibilidad,1,"MIL SEISCIENTOS CINCUENTA Y TRES TOTAL 240 , 544 DOSCIENTOS CUARENTA MIL QUINIENTOS CUARENTA Y CUATRO I II . Entrega de la constancia de mayoría y declaración de validez de la elección. Al finalizar el cómputo, el Consejo Distrital declaró la validez de la elección, así como la elegibilidad de las candidaturas que obtuvieron la mayoría de los votos, y expidió la constancia de mayoría y validez a la fórmula postulada por la coalición integrada por los partidos Acción Nacional, Revolucionario Institucional y de la Revolución Democrática . I V. Juicio de inconformidad"
SCM-JIN-56/2024,constancia_mayoria,1,; [3] modifica los resultados consignados en las acta s de cómputo distrital de la elección de diputaciones correspondiente al 03 distrito electoral federal en el estado de Guerrero; [4] confirma -en lo que fue materia de impugnación- la declaración de validez y la entrega de la constancia de mayoría y validez respectiva ; y [5] vincula al Consejo General del Instituto Nacional Electoral para que considere la modificación del cómputo distrital al realizar la asignación de diputaciones por el principio de representación proporcional . ÍNDICE GLOSARIO A N T E C E D E N T E S R
SCM-JIN-56/2024,constancia_mayoria,2,"ento Ciudadano 6,543 (Seis mil quinientos cuarenta y tres) MORENA 107,116 (Ciento siete mil ciento dieciséis) Candidat ura s no registradas 111 ( Ciento once) Votos nulos 7,295 (Siete mil doscientos noventa y cinco) Total 186,003 (Ciento ochenta y seis mil tres) 4. Entrega de la constancia de mayoría y declaración de validez de la elección. En virtud de los resultados obtenidos, se hizo entrega de la constancia de mayoría relativa a las personas candidatas propuestas por la Coalición “Sigamos Haciendo Historia” conformada por los Partidos Verde Ecologista de México, del Trab"
SCM-JIN-56/2024,constancia_mayoria,3,"no registradas 111 ( Ciento once) Votos nulos 7,295 (Siete mil doscientos noventa y cinco) Total 186,003 (Ciento ochenta y seis mil tres) 4. Entrega de la constancia de mayoría y declaración de validez de la elección. En virtud de los resultados obtenidos, se hizo entrega de la constancia de mayoría relativa a las personas candidatas propuestas por la Coalición “Sigamos Haciendo Historia” conformada por los Partidos Verde Ecologista de México, del Trabajo y MORENA, y se declaró la validez de la elección. 5. Juicio s de inconformidad 5.1. Demanda s . Inconforme s con lo ante"
SCM-JIN-56/2024,constancia_mayoria,4,"s) juicio s promovido s por igual número de partido s político s con registro nacional , a fin de controvertir los resultados del cómputo de la elección de las diputaciones por ambos principios, así como la declaración de validez de la elección y la correspondiente entrega de la constancia de mayoría a la fórmula ganadora . Lo anterior, con fundamento en:  Constitución: artículos 41 párrafo tercero Base VI, 60 segundo párrafo y 99 párrafo cuarto fracción I.  Ley Orgánica del Poder Judicial de la Federación: artículos 166- I y 176 -II .  Ley de Medios: artículos 34.2-a), 4"
SCM-JIN-56/2024,constancia_mayoria,5,"ante ante el Consejo Distrital [4] . 4 .4. Interés jurídico. MORENA tiene una pretensión incompatible con el PRD , pues aunque el partido compareciente no lo refiere expresamente tiene un derecho incompatible con el del partido actor, ya que postuló la candidatura que recibió la constancia de mayoría y validez de la elección de la diputación federal por el principio de mayoría relativa controvertida. QUINTA . Requisitos de procedencia Est os medio s de impugnación reúne n los requisitos de procedencia generales previstos en los artículos 8, 9.1, 13 y 49, así como los especia"
SCM-JIN-56/2024,nulidad,1,Oportunidad. 4.3. Legitimación y personería. 4.4. Interés jurídico. QUINTA. Requisitos de procedencia 5.1. Requisitos generales 5.2. Requisitos especiales SEXTA. Estudio de fondo 6.1. Suplencia 6.2. Síntesis de agravios 6.3. Planteamiento de la controversia 6.4. Metodología 6.5. Nulidad de la elección [artículo 78.1 de la Ley de Medios] 6.6. Nulidad de la votación recibida en casillas 6.6.1. Nulidad de elección por error en el cómputo de votos por intermitencias y fallas en el sistema [artículo 75.1.f) de la Ley de Medios] 6.6.2. Recibir votación por personas no facultadas (i
SCM-JIN-56/2024,nulidad,2,"rsonas que no contaban con su Credencial y/o que no aparecían en la lista nominal de personas electoras de la casilla, por lo que se incumplió lo previsto en el artículo 75.1.g) de la Ley de Medios. b.4. Intervención del gobierno federal. El PRD sostiene que debe determinarse la nulidad de la elección, por la vulneración de los principios de neutralidad y equidad, que conllevaron la violación implícita de los principios rectores de la elección, pues -desde su perspectiva- la votación se encontraba viciada por la indebida intervención del gobierno federal. b.5. Fallas en el si"
SCM-JIN-56/2024,nulidad,3,"de carga de la información de los cómputos distritales que generaron variaciones de los números de votos. 6 . 3 . Planteamiento de la controversia a. Pretensiones de los partidos actores . De la demanda del juicio SCM-JIN-56/2024 se extrae que el PRD solicita lo siguiente:  La nulidad de la elección , en términos del artículo 78.1 de la Ley de Medios, por la indebida intervención del gobierno federal ; y  La nulidad de la votación recibida en diversas casillas por la actualización de algunos de los supuestos previstos en el artículo 75.1 de la Ley de Medios . Por su parte,"
SCM-JIN-56/2024,nulidad,4,"as causales de nulidad de elección o de votación recibida en esas casillas y debe decretarse su nulidad y en consecuencia ajustar al cómputo distrital respectivo. 6.4. Metodología . Por razón de método, se analizarán en primer término los argumentos relacionados con la causal de nulidad de la elección controvertida por la intervención del gobierno federal, ya que si el PRD tuviera razón quedarían sin efectos la declaración de validez de la elección impugnada y el otorgamiento de las constancias respectivas y, por tanto, sería innecesario realizar el estudio sobre la nulidad d"
SCM-JIN-56/2024,nulidad,5,"impugnada y el otorgamiento de las constancias respectivas y, por tanto, sería innecesario realizar el estudio sobre la nulidad de la votación recibida en las casillas controvertidas por dicho partido. Lo anterior, en el entendido de que, de estimarse infundada la pretensión de nulidad de la elección, procedería entonces el análisis sobre las causales de nulidad de votación recibida en casilla que invocan los partidos actores, comenzando por aquella en que el PRD indica que debe declararse la nulidad en todas las casillas por las fallas en el sistema de carga de los cómputos"
SCM-JIN-56/2024,rp,1,ión- la declaración de validez y la entrega de la constancia de mayoría y validez respectiva ; y [5] vincula al Consejo General del Instituto Nacional Electoral para que considere la modificación del cómputo distrital al realizar la asignación de diputaciones por el principio de representación proporcional . ÍNDICE GLOSARIO A N T E C E D E N T E S R A Z O N E S Y F U N D A M E N T O S PRIMERA. Jurisdicción y competencia SEGUNDA. Determinación de la elección impugnada TERCERA. Acumulación CUARTA. Parte tercera interesada 4.1. Forma. 4.2. Oportunidad. 4.3. Legitimación y personería.
SCM-JIN-56/2024,rp,2,"tos diez ) 131,066 (Ciento treinta y un mil sesenta y seis ) 6,404 ( Seis mil cuatrocientos cuatro ) 1 09 (Ciento nueve ) 7 , 115 ( Siete mil ciento quince ) El 7 (siete) siguiente concluyó el cómputo distrital relativo a la elección de diputaciones federales por el principio de representación proporcional, obteniéndose los siguientes resultados: Partidos políticos Resultados consignados en el acta de cómputo distrital Partido Acción Nacional 3,613 (Tres mil seiscientos trece ) Partido Revolucionario Institucional 24,084 (Veinticuatro mil ochenta y cuatro) Partido de la Revolución"
SCM-JIN-56/2024,rp,3,"ciudad cabecera. SEGUNDA. Determinación de la elección impugnada La demanda señala únicamente que impugna el cómputo relativo a la elección de diputaciones correspondiente al proceso electoral federal 2023-2024. Es decir, no señala si impugna la elección de mayoría relativa o de representación proporcional. En ese sentido, para tener certeza respecto de qué elección impugnó, la magistrada instructora requirió al partido actor que identificara la elección o elecciones que pretende controvertir. Además, se señaló que, en caso de no cumplir el requerimiento, esta sala determinaría lo"
SCM-JIN-56/2024,rp,4,"onsecuentemente, emitir un fallo de fondo. En este sentido, esta Sala Regional estima que, del análisis integral de la demanda presentada por el PAN es posible inferir que pretende impugnar la elección de diputaciones federales tanto por el principio de mayoría relativa, como de representación proporcional. Lo anterior tiene sustento en una interpretación teleológica y funcional de la pretensión del partido político a la luz del sistema electoral y del sistema de nulidades en materia electoral. En efecto, si la pretensión del partido actor es la nulidad de la votación recibida en"
SCM-JIN-56/2024,rp,5,"dad de la votación recibida en determinadas casillas sin acotarla a una elección particular, entonces se debe entender que pretende impugnar ambas elecciones porque, de esta manera, habrá una armonía y coherencia entre los resultados de la votación de mayoría relativa con los de representación proporcional, que no necesariamente ocurriría si se considera que sólo impugna 1 (uno) de los 2 (dos) principios. Con base en esta interpretación, se permite lograr una correlación entre los votos de mayoría relativa y los de representación proporcional y, con esto, se logra una integración"
SCM-JIN-56/2024,propaganda,1,"de apelación SUP-RAP-43/2009, señalando que en esa decisión se determinó que la promoción velada o explícita de las personas servidoras públicas constituye promoción personalizada. Continúa indicando que el actual presidente de la República, en el ejercicio de su encargo realizó propaganda gubernamental con intromisión directa en el proceso electoral 2023-2024 (dos mil veintitrés - dos mil veinticuatro), siempre en beneficio de los partidos MORENA -principalmente-, del Trabajo y Verde Ecologista de México, así como de sus candidaturas, en especial de la postulada"
SCM-JIN-56/2024,propaganda,2,"la postulada al Poder Ejecutivo Federal, conducta que afirma es contraria a derecho. De igual manera sostiene que resulta aplicable la jurisprudencia de la Sala Superior 20/2008 de rubro PROCEDIMIENTO SANCIONADOR ORDINARIO. REQUISITOS PARA SU INICIO Y EMPLAZAMIENTO TRATÁNDOSE DE PROPAGANDA POLÍTICA O ELECTORAL QUE IMPLIQUE LA PROMOCIÓN DE UN SERVIDOR PÚBLICO [9] . Para sustentar su argumento sostiene que, con relación a lo anterior, se presentaron diversas quejas ante el INE, en algunas de las cuales se determinó la vulneración de los principios constitucionales p"
SCM-JIN-103/2024,constancia_mayoria,1,"de mayoría relativa, correspondiente al 05 Consejo Distrital del Instituto Nacional Electoral en el estado de Hidalgo, modifica los resultados consignados en el acta de cómputo distrital de mayoría relativa de dicha elección, confirma la declaración de validez y la entrega de la constancia de mayoría y validez de la elección, y vincula al Consejo General del Instituto Nacional Electoral para que considere la modificación del cómputo distrital al realizar la asignación de diputaciones por el principio de representación proporcional, ante la nulidad de la votación recibida en"
SCM-JIN-103/2024,constancia_mayoria,2,"ta y cinco 145 Votos nulos Once mil cuatrocientos ocho 11,408 Votación final Doscientos treinta y nueve mil ochocientos se senta y dos 239,8 6 2 4. D eclaración de validez de la elección. En razón de los resultados obtenidos, se realizó la declaratoria de validez y se entregó la constancia de mayoría a la candidatura ganadora . 5. Juicios de Inconformidad 5.1. Demandas. Inconformes con lo anterior, el diez y once de junio , respectivamente, el PRD y el PAN promovieron estos medios de impugnación. 5.2. Turno y recepción. Recibidas las constancias en esta Sala Regional se inte"
SCM-JIN-103/2024,constancia_mayoria,3,"ne jurisdicción y es competente para conocer y resolver los presente s medio s de impugnación, toda vez que se trata de juicios de inconformidad promovidos por el PRD y el PAN a fin de controvertir , entre otros, el cómputo distrital, la declaración de validez y la entrega de la constancia de mayoría relativa a la elección de diputaciones federales de mayoría relativa y representación proporcional del 0 5 distrito electoral en el estado de Hidalgo . Lo anterior, con fundamento en:  Constitución: artículos 41 párrafo segundo Base VI, 60 segundo párrafo y 99 párrafo cuarto fr"
SCM-JIN-103/2024,nulidad,1,NDAMENTOS PRIMERA. Jurisdicción y Competencia. SEGUNDA. Precisión del acto impugnado. TERCERA. Acumulación. CUARTA. Comparecencia de Parte tercera interesada. QUINTA. Causales de improcedencia. SEXTA. Requisitos de procedencia SÉPTIMA. Metodología y suplencia ESTUDIO DE FONDO 1. Nulidad de la elección por intervención del gobierno federal 2. Intermitencia en el sistema de carga de información de los cómputos distritales 3. Nulidad de la votación recibida en casillas RESUELVE GLOSARIO Consejo Distrital 0 5 o autoridad responsable 0 5 Consejo Distrital del Instituto Nacional El
SCM-JIN-103/2024,nulidad,2,"xigencia porque el PRD y el PAN señalan de forma específica las casillas que controvierten y las causales de nulidad respecto de cada una. SÉPTIMA . Metodología y suplencia 7 .1. Metodología. Por razón de método, se analizarán en primer término los argumentos relacionados con la nulidad de la elección por la intervención del gobierno federal , ya que, si el PRD tuviera razón, quedarían sin efectos la declaración de validez de la elección impugnada y el otorgamiento de la constancia respectiva y, por tanto, sería innecesario realizar pronunciamiento alguno sobre la nulidad de"
SCM-JIN-103/2024,nulidad,3,"la elección impugnada y el otorgamiento de la constancia respectiva y, por tanto, sería innecesario realizar pronunciamiento alguno sobre la nulidad de la votación recibida en las casillas controvertidas por el PRD y el PAN. En caso de desestimarse los agravios vinculados con la nulidad de la elección, se analizará n las causales de nulidad de votación hechas valer por el PRD en el juicio SCM-JIN-103/2024 y por el PAN en el SCM-JIN- 181 /202 4 . Lo que en vista del criterio contenido en la jurisprudencia 4/2000 emitida por la Sala Superior, de rubro AGRAVIOS, SU EXAMEN EN CON"
SCM-JIN-103/2024,nulidad,4,"erecho se consideró válida la votación recibida en las mesas directivas de casillas instaladas el pasado dos de junio, cuando -desde su perspectiva- la votación se encontraba viciada por la indebida intervención de gobierno federal. En ese contexto, sostiene debe determinarse la nulidad de la elección por la vulneración a los principios de neutralidad y equidad, que se traduce en una implícita trasgresión de los principios rectores de la elección; a saber, que sean libres, auténticas y periódicas, mediante voto universal, libre, secreto y directo, así como los derechos de par"
SCM-JIN-103/2024,nulidad,5,"e la Sala Superior de este Tribunal, debe destacar se que el PRD , contrario al deber que tiene de frente a su pretensión de nulidad, incumple con la exigencia de referir y demostrar las circunstancias particulares que pudieran llevar a este órgano jurisdiccional a determinar la nulidad de la elección o de las casillas que se impugnan concretamente en el presente juicio de inconformidad, como a continuación se expone. La controversia en este juicio lleva a un análisis específico de esos hechos de frente a la actualización o no de alguna causal de nulidad invocada en su demand"
SCM-JIN-103/2024,rp,1,"firma la declaración de validez y la entrega de la constancia de mayoría y validez de la elección, y vincula al Consejo General del Instituto Nacional Electoral para que considere la modificación del cómputo distrital al realizar la asignación de diputaciones por el principio de representación proporcional, ante la nulidad de la votación recibida en casillas, de conformidad con lo siguiente: Í N D I C E GLOSARIO ANTECEDENTES RAZONES Y FUNDAMENTOS PRIMERA. Jurisdicción y Competencia. SEGUNDA. Precisión del acto impugnado. TERCERA. Acumulación. CUARTA. Comparecencia de Parte tercera"
SCM-JIN-103/2024,rp,2,"enta y dos 112,842 Candidaturas no registradas Ciento cuarenta y cinco 145 Votos nulos Once mil trecientos uno 11,301 El mismo siete de junio el Consejo Distrital concluyó la sesión en la que se llevó a cabo el cómputo de la elección de diputaciones federales por el principio de representación proporcional y se obtuvieron los siguientes resultados. Partido Votación Veinte mil seiscientos doce 20,612 Veintiún mil ochocientos tres 21,803 Dos mil setecientos ochenta y seis 2,786 Veintitrés mil seiscientos cuarenta y nueve 23,649 Veintiocho mil cincuenta y cinco 28,055 Diecisiete mil"
SCM-JIN-103/2024,rp,3,", toda vez que se trata de juicios de inconformidad promovidos por el PRD y el PAN a fin de controvertir , entre otros, el cómputo distrital, la declaración de validez y la entrega de la constancia de mayoría relativa a la elección de diputaciones federales de mayoría relativa y representación proporcional del 0 5 distrito electoral en el estado de Hidalgo . Lo anterior, con fundamento en:  Constitución: artículos 41 párrafo segundo Base VI, 60 segundo párrafo y 99 párrafo cuarto fracción I.  Ley Orgánica del Poder Judicial de la Federación: artículos 164, 165, 166 fracción I, 1"
SCM-JIN-103/2024,rp,4,"cera . SEGUNDA. Precisión del acto impugnado. El escrito de demanda del PAN señala únicamente que impugna el cómputo relativo a la elección de diputaciones correspondiente al proceso electoral federal 2023-2024. Es decir, no señala si impugna la elección de mayoría relativa o de representación proporcional. En ese sentido, para tener certeza respecto de qué elección impugnó, el magistrado instructor requirió al PAN para que identificara la elección o elecciones que pretende impugnar. Además, se señaló que, en caso de no cumplir con el requerimiento, esta Sala determinaría lo condu"
SCM-JIN-103/2024,rp,5,"nte, emitir un fallo de fondo. En este sentido, esta Sala Regional estima que, del análisis integral del escrito de demanda presentado por el PAN es posible inferir que se pretende impugnar la elección de diputaciones federales tanto por el principio de mayoría relativa, como de representación proporcional. Lo anterior tiene sustento en una interpretación teleológica y funcional de la pretensión del partido político a la luz del sistema electoral y del sistema de nulidades en materia electoral. En efecto, si la pretensión del PAN es la nulidad de la votación recibida en determinad"
SCM-JIN-103/2024,propaganda,1,"icado con la clave SUP-RAP-43/2009, señalando que en esa decisión se concluyó que la promoción velada o explícita de las personas servidoras públicas constituye promoción personalizada. Contin ú a indicando que el presidente de la República, en el ejercicio de su encargo realizó propaganda gubernamental e incidió en forma directa en el proceso electoral 2023-2024 en beneficio de la coalición que obtuvo el triunfo, de sus candidaturas, y en especial de la postulada al Poder Ejecutivo Federal, conducta que afirma es contraria a derecho. De igual manera sostiene que"
SCM-JIN-103/2024,propaganda,2,"l de la postulada al Poder Ejecutivo Federal, conducta que afirma es contraria a derecho. De igual manera sostiene que en la especie, resulta aplicable la jurisprudencia 20/2008 de rubro PROCEDIMIENTO SANCIONADOR ORDINARIO. REQUISITOS PARA SU INICIO Y EMPLAZAMIENTO TRATÁNDOSE DE PROPAGANDA POLÍTICA O ELECTORAL QUE IMPLIQUE LA PROMOCIÓN DE UN SERVIDOR PÚBLICO [7] . Abunda en la exposición de la presentación de diversas quejas ante el INE, para destacar que en algunas de ellas se determinó la vulneración de los principios constitucionales por parte del titular del E"
SCM-RAP-47/2024,fiscalizacion,1,"éxico del Tribunal Electoral del Poder Judicial de la Federación, en sesión pública de e sta fecha, revoca la resolución INE/CG1501/2024 emitida por el Consejo General del Instituto Nacional Electoral al resolver el procedimiento administrativo sancionador de queja en materia de fiscalización identificado con el número de expediente INE/Q-COF-UTF/2028/2024 , para los efectos que más adelante se precisan. ÍNDICE GLOSARIO ANTECEDENTES RAZONES Y FUNDAMENTOS PRIMERO. Competencia y jurisdicción. SEGUNDO. Requisitos de procedibilidad. TERCERO. Estudio de fondo. I. Procedim"
SCM-RAP-47/2024,fiscalizacion,2,"xpediente INE/Q-COF-UTF/2028/2024 , para los efectos que más adelante se precisan. ÍNDICE GLOSARIO ANTECEDENTES RAZONES Y FUNDAMENTOS PRIMERO. Competencia y jurisdicción. SEGUNDO. Requisitos de procedibilidad. TERCERO. Estudio de fondo. I. Procedimiento sancionador en materia de fiscalización. II. Síntesis de la resolución impugnada. III. Síntesis de los agravios. IV. Cuestión por dilucidar. V. Determinación de esta Sala Regional a) Decisión judicial b) Marco normativo c) Justificación de la decisión judicial CUARTO. Sentido y efectos de la sentencia. RESUELVE GLOSAR"
SCM-RAP-47/2024,fiscalizacion,3,"Electoral LGIPE Ley General de Instituciones y Procedimientos Electorales LGPP Ley General de Partidos Políticos LGSMIME Ley General del Sistema de Medios de Impugnación en Materia Electoral PRD Partido de la Revolución Democrática PT Partido del Trabajo SIF Sistema Integral de Fiscalización U TF Unidad Técnica de Fiscalización del Instituto Nacional Electoral ANTECEDENTES I. Denuncia . El treinta y uno de mayo de dos mil veinticuatro , el PRD denunció a l PT, PVEM y MORENA , integrantes de la entonces coalición «Sigamos Haciendo Historia» y a su otrora candidato a"
SCM-RAP-47/2024,fiscalizacion,4,"tuciones y Procedimientos Electorales LGPP Ley General de Partidos Políticos LGSMIME Ley General del Sistema de Medios de Impugnación en Materia Electoral PRD Partido de la Revolución Democrática PT Partido del Trabajo SIF Sistema Integral de Fiscalización U TF Unidad Técnica de Fiscalización del Instituto Nacional Electoral ANTECEDENTES I. Denuncia . El treinta y uno de mayo de dos mil veinticuatro , el PRD denunció a l PT, PVEM y MORENA , integrantes de la entonces coalición «Sigamos Haciendo Historia» y a su otrora candidato a la diputación federal por el distrito"
SCM-RAP-47/2024,fiscalizacion,5,"como gastos de campaña la realización de tres eventos o bien, por la omisión de rechazar aportaciones de entes prohibidos , tales como organizaciones gremiales o sindica les . Con esa denuncia se ordenó integrar el procedimiento administrativo sancionador de queja en materia de fiscalización identificado con el número de expediente INE/Q-COF-UTF/2028/2024 . I I . Resolución . Una vez sustanciado ese procedimiento, e l veintidós de julio de este año, el Consejo General del INE resolvió que el reclamo del PRD carecía de sustento , pues este no logró demostrar con sus"
SCM-RAP-47/2024,propaganda,1,"ante el cual se distribuyeron alimentos y se us ó mobiliario como mesas y sillas.  Cuatro de abril de dos mil veinticuatro: e vento con líderes y lideresas del comercio , en que , según la queja , participa ron alrededor de cien personas , para e l cual se utilizaron lonas como propaganda con leyendas que llamaban a votar por el candidato denunciado y se distribuyeron alimentos.  Dieciocho de abril de dos mil veinticuatro: e vento con líderes y l i deres as transportistas , así como comerciantes , que involucró la posible participación de cien personas. Como pru"
SCM-RAP-47/2024,propaganda,2,"ocho de abril de l presente año –que fueron en los que el PRD sustentó su queja– . En dicha resolución se destacó que es as publicaciones estuvieron acompañadas de imágenes que mostraban reuniones de personas en las que efectivamente se brindaban alimentos e instala ron lonas de propaganda, sin embargo, se determinó que de ello no podía desprenderse con certeza la temporalidad exacta ni el lugar en que ocurrieron dichos eventos, lo que impedía establecer entre sí un vínculo directo con la campaña del candidato denunciado . Asimismo, la responsable especificó que s"
SCM-RAP-47/2024,propaganda,3,"tablecer entre sí un vínculo directo con la campaña del candidato denunciado . Asimismo, la responsable especificó que se solicit ó a la Dirección de Auditoría del INE que revisara si los gastos relacionados con estos eventos, tales como alimentos, mobiliario, equipo de sonido y propaganda electoral, habían sido registrados en el SIF , ante lo cual la respuesta fue negativa , debido a que no se encontraron en la contabilidad del otrora candidato denunciado ni en sus informes de campaña. Además, se destacó que estas publicaciones no fueron objeto de monitoreo duran"
SCM-RAP-47/2024,propaganda,4,"lementos de prueba presentad o s por el quejoso, que consistieron en fotografías y enlaces electrónicos a publicaciones en redes sociales, fueron insuficientes para acreditar la existencia de los gastos denunciados , pues aunque las imágenes mostraban reuniones y la presencia de propaganda electoral, no se pudo establecer de manera inequívoca que dichos eventos tuvier on una finalidad proselitista o bien, que implicaran un llamado expreso al voto a favor de dicho candidato. En concepto de la autoridad responsable, dichas pruebas tampoco permitían determinar que lo"
SCM-RAP-47/2024,propaganda,5,"ndidato denunciado y diversas organizaciones sindicales y gremiales, como es el Sindicato Único de Trabajadores del Gobierno de la Ciudad de México . Asimismo, el PRD aduce una supuesta omisión de la autoridad al dejar de investigar adecuadamente ciertos elementos, tales como la propaganda electoral consistente en una lona , en la que se puede leer claramente « vota guillermo rendón » y que, a pes ar a estas evidencias, sus pruebas se encontraron insuficientes para acreditar los hechos denunciados , lo que , a su parecer, le generó un perjuicio directo, dado que l"
SG-JIN-10/2024,constancia_mayoria,1,"cientos cinco CANDIDATAS/OS NO REGISTRADAS/OS 251 Doscientos cincuenta y uno VOTOS NULOS 5,961 Cinco mil novecientos sesenta y uno Finalizado dicho cómputo, se declaró la validez de la elección, la elegibilidad de la candidatura que obtuvo la mayoría de los votos y se expidió la constancia de mayoría y validez de la elección en favor de la candidatura postulada por coalición “ Sigamos H aciendo Historia” integrada por Mer ilyn G ó mez Pozos como propietaria y Laura Minerva Hernández Herrera como suplente . 3. Interposición de l os juicio s de inconformidad. Inconforme con lo"
